"timeStamp","URL","blogName","title","tags","body"
"2023-02-21 06:12:51 GMT","https://pukicho.tumblr.com/post/709843978711859200/pukicho-i-looked-up-my-name-on-google-because-im","pukicho","","[]","I looked up my name on google because I’m a freak and there are so many, so so many FAKE SHIRTS???

Who are these fucking people.

They clearly ripped the image directly from my tumblr post or something, without upscaling it so it looks all blurry and muddy. Who is buying knockoff pukicho merch?? I am not popular enough to deserve this much knockoff merch.

Anyways if u want the real shirt HERE, please don’t buy these I think you will lose your identity. 

  Hey guys here’s my cool new exclusive shirt, be sure not to copy it and sell it on your store and make millions of dollars, this is my unique design"
"2023-02-21 00:21:44 GMT","https://pukicho.tumblr.com/post/709821889020870656/the-life-of-creatures-is-the-one-i-want-to-live","pukicho","","[]","The life of creatures is the one I want to live"
"2023-02-20 23:35:32 GMT","https://pukicho.tumblr.com/post/709818982458343424/i-looked-up-my-name-on-google-because-im-a-freak","pukicho","","[]","I looked up my name on google because I’m a freak and there are so many, so so many FAKE SHIRTS???

Who are these fucking people.

They clearly ripped the image directly from my tumblr post or something, without upscaling it so it looks all blurry and muddy. Who is buying knockoff pukicho merch?? I am not popular enough to deserve this much knockoff merch.

Anyways if u want the real shirt HERE, please don’t buy these I think you will lose your identity."
"2023-02-18 04:42:21 GMT","https://pukicho.tumblr.com/post/709566494800003072/c00kiejar-pukicho-i-am-currently-investing-in","pukicho","","[]","c00kiejar:

pukicho:

  I am currently investing in currency 

Money can be exchanged for goods and services

I just want to feel again"
"2023-02-18 00:35:21 GMT","https://pukicho.tumblr.com/post/709550954786209793/i-am-currently-investing-in-currency","pukicho","","[]","I am currently investing in currency"
"2023-02-18 00:35:07 GMT","https://pukicho.tumblr.com/post/709550939941584896/pukicho-pukicho-illuminatisalami-pukicho","pukicho","","[]","pukicho:

  illuminatisalami:

  pukicho:

  pukicho:

Pukicho is one of the smartest men I know 

Sorry guys, Stephen fucking Hawking took my phone 

Isn’t he dead

What?

Who the fuck was that then"
"2023-02-17 06:38:16 GMT","https://pukicho.tumblr.com/post/709483190065217536/i-have-released-awesome-gasses-into-the-air","pukicho","","[]","I have released awesome gasses into the air"
"2023-02-17 06:24:52 GMT","https://pukicho.tumblr.com/post/709482347671781376/roamspider-pukicho-imagine-me-popping-bubble","pukicho","","[]","roamspider:

pukicho:

  Imagine me popping bubble wrap inside your brain bp bp bp bp bp 

Puki get the fuck outta there

I am eating your neurons"
"2023-02-15 06:26:32 GMT","https://pukicho.tumblr.com/post/709301258450812928/imagine-me-popping-bubble-wrap-inside-your-brain","pukicho","","[]","Imagine me popping bubble wrap inside your brain bp bp bp bp bp"
"2023-02-14 19:08:07 GMT","https://pukicho.tumblr.com/post/709258576338780160/homosexualisopod-pukicho-this-is-incredibly","pukicho","","[]","homosexualisopod:

pukicho:

  This is incredibly specific but every time I think of Osama being killed I think of some 50 year old Midwestern white guy in America looking at his TV and going “holy moly, we got bin laden” and he’s holding a diet coke and he has a beer belly. 

Why are you thinking about my dad

Happy Valentines day"
"2023-02-14 19:02:28 GMT","https://pukicho.tumblr.com/post/709258220653395968/this-is-incredibly-specific-but-every-time-i-think","pukicho","","[]","This is incredibly specific but every time I think of Osama being killed I think of some 50 year old Midwestern white guy in America looking at his TV and going “holy moly, we got bin laden” and he’s holding a diet coke and he has a beer belly."
"2023-02-14 06:49:42 GMT","https://pukicho.tumblr.com/post/709212118428303360/i-just-saw-a-big-giant-behemoth-megaton-ass-on","pukicho","","[]","I just saw a big, giant, behemoth megaton ass on my dash, I asked you to STOP posting shit like that."
"2023-02-13 18:17:28 GMT","https://pukicho.tumblr.com/post/709164792466800641/freak","pukicho","","[]","girlzrok-99:

pukicho:

If ur a fan of sci-fi then boy do I have some exciting news for u

OMG what is it? 😃

Nerd

Freak"
"2023-02-13 09:08:18 GMT","https://pukicho.tumblr.com/post/709130242114060288/if-ur-a-fan-of-sci-fi-then-boy-do-i-have-some","pukicho","","[]","If ur a fan of sci-fi then boy do I have some exciting news for u"
"2023-02-13 08:45:12 GMT","https://pukicho.tumblr.com/post/709128788052787200/if-some-smart-old-british-sounding-wizard-angrily","pukicho","","[]","If some smart old British-sounding wizard angrily called me a nincompoop for spilling over one of his potions I think I’d cry"
"2023-02-13 03:11:34 GMT","https://pukicho.tumblr.com/post/709107798099836928/echos-girlfriend-girlzrok-99-pukicho-guys","pukicho","","[]","echos-girlfriend:

girlzrok-99:

  pukicho:

  Guys we need to team up to murder that one neighbor who leaves their dog outside for too long 

What about the neighbor that plays music too loud?

What about the neighbor that’s shoots his gun all night 

I am scared of your neighbor"
"2023-02-13 01:59:00 GMT","https://pukicho.tumblr.com/post/709103232476217344/guys-we-need-to-team-up-to-murder-that-one","pukicho","","[]","Guys we need to team up to murder that one neighbor who leaves their dog outside for too long"
"2023-02-11 17:55:10 GMT","https://pukicho.tumblr.com/post/708982195755401216","pukicho","","['OUGH YEAH']","lionfloss:

Craters in Iceland by h0rdur"
